row_ID,add_these_pw_job_title_9089,agent_city,agent_firm_name,agent_state,application_type,case_no,case_number,case_received_date,case_status,class_of_admission,country_of_citizenship,country_of_citzenship,decision_date,employer_address_1,employer_address_2,employer_city,employer_country,employer_decl_info_title,employer_name,employer_num_employees,employer_phone,employer_phone_ext,employer_postal_code,employer_state,employer_yr_estab,foreign_worker_info_alt_edu_experience,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education,binarisation
227266,,San Francisco,Taki Law Offices,TEXAS,,,A-15118-71435,15/05/2015,Certified-Expired,H-1B,INDIA,,11/01/2016,150 Presidential Way,Suite 109,WOBURN,UNITED STATES OF AMERICA,Regional Managing Director,"RANDSTAD TECHNOLOGIES, LP",8200,(781) 939-1720,,94301,CALIFORNIA,2011,,,SAN FRANCISCO,Bachelor's,0
348686,,None,Larrabee Albi Coker LLP,MASSACHUSETTS,,,A-14070-51348,24/04/2014,Certified-Expired,L-1,FRANCE,,25/02/2016,1 Infinite Loop,None,CUPERTINO,UNITED STATES OF AMERICA,Us Immigration Manager,APPLE INC.,92600,(408) 974-4146,,95050,CALIFORNIA,2012,,,SAN FRANCISCO,Master's,1
51738,,San Francisco,"MASUDA, FUNAI, EIFERT & MITCHELL, LTD.",NEW YORK,,,A-14195-88084,31/07/2014,Certified-Expired,H-1B,INDIA,,12/11/2014,515 Washington Rd,Ste 180,PARLIN,UNITED STATES OF AMERICA,Manager - It Services,ITCAPS LLC,30,(732) 387-0533,,95054,CALIFORNIA,1967,,,SAN JOSE,Bachelor's,0
11539,,New York,"Fragomen, Del Rey, Bernsen & Loewy, LLP",CONNECTICUT,,,A-13247-93836,26/09/2013,Certified,B-1,PHILIPPINES,,25/04/2016,17 Rocky Mountain,None,COTO DE CAZA,UNITED STATES OF AMERICA,Owner/ Administrator,ARDA KARDJIAN,5,(949) 230-3797,,95052,CALIFORNIA,1968,,,SAN JOSE,Master's,1
282526,,Anchorage,Alaska Immigration Law Center,ARIZONA,,,A-14205-92020,12/08/2014,Certified-Expired,L-1,INDIA,,05/03/2015,5775 Morehouse Drive,None,SAN DIEGO,UNITED STATES OF AMERICA,Immigration Specialist - Qc Hr,QUALCOMM TECHNOLOGIES INC.,27800,(858) 651-1440,,94065,CALIFORNIA,1977,,,SAN JOSE,Master's,1
282499,,Boston,"Fragomen, Del Rey, Bernsen and Loewy LLP",GEORGIA,,,A-14199-90463,08/08/2014,Certified-Expired,L-1,CHINA,,04/03/2015,5775 Morehouse Drive,None,SAN DIEGO,UNITED STATES OF AMERICA,Immigration Specialist - Qualcomm Hr,QUALCOMM TECHNOLOGIES INC.,27800,(858) 651-1440,,94065,CALIFORNIA,1977,,,SAN JOSE,Master's,1
45945,,San Jose,Law Offices of Mark A. Urbanski,NEW JERSEY,,,A-14183-84885,24/07/2014,Certified,H-1B,SOUTH KOREA,,05/06/2015,13300 South Figueroa Street,None,LOS ANGELES,UNITED STATES OF AMERICA,Ceo,JUSTIN TAYLOR,25,(310) 327-2244,408,95014,CALIFORNIA,1977,,,SAN JOSE,Master's,1
179894,,Houston,Law Offices of Dakshini R. Sen P.C.,NEBRASKA,,,A-15110-68440,07/05/2015,Certified,H-1B,INDIA,,12/10/2016,25 Independence Blvd.,None,WARREN,UNITED STATES OF AMERICA,Senior Manager - Immigration,MINDTREE LIMITED,1342,(908) 604-8080,,94560,CALIFORNIA,1981,,,SAN JOSE,Bachelor's,0
110745,,Phoenix,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-14345-33321,07/01/2015,Certified-Expired,A1/A2,PERU,,12/03/2015,1900 Beaver Ridge Circle,None,NORCROSS,UNITED STATES OF AMERICA,Office Manager,PRIVATE LABEL NUTRACEUTICALS,121,(678) 328-3700,,94043,CALIFORNIA,1982,,,SAN JOSE,Master's,1
90095,,Santa Clara,"Ramineni Law Associates, LLC",PENNSYLVANIA,,,A-14260-07845,20/10/2014,Certified-Expired,H-1B,INDIA,,29/12/2015,7337 Hanover Parkway,Suite # 400,GREENBELT,UNITED STATES OF AMERICA,President,INTERNATIONAL SOFTWARE SYSTEMS INC,75,(301) 982-9700,,95110,CALIFORNIA,1984,,,SAN JOSE,Bachelor's,0
7392,,New York,"Law Office of Keshab Raj Seadie, P.C.",MICHIGAN,,,A-14289-16236,19/11/2014,Denied,Not in USA,JAMAICA,,10/06/2016,323 Air Base Blvd,None,MONTGOMERY,UNITED STATES OF AMERICA,Managing Member,ISLAND DELIGHT CARIBBEAN RESTAURANT LLC,3,(334) 233-6481,,95134,CALIFORNIA,1984,,,SAN JOSE,Master's,1
117782,,Dallas,Susan Bond PC,TEXAS,,,A-14148-72731,13/06/2014,Certified-Expired,H-1B,INDIA,,26/02/2016,"100 Great Oaks Blvd.,  Suite 100",Room 110,SAN JOSE,UNITED STATES OF AMERICA,"Director, Human Resources",ISCS INC,155,(408) 362-3000,,95134,CALIFORNIA,1984,,,SAN JOSE,Master's,1
89381,,Fremont,None,NEW YORK,,,A-15146-79901,12/06/2015,Certified,H-1B,INDIA,,20/12/2016,3150 Livernois Road,None,TROY,UNITED STATES OF AMERICA,Director,C-VISION INC,74,(586) 215-6753,,94043,CALIFORNIA,1986,,,SAN JOSE,Master's,1
320374,,Arlington,ERICKSON IMMIGRATION GROUP,CALIFORNIA,,,A-12152-67474,19/11/2012,Certified,H-1B,INDIA,,07/05/2015,2200 Mission College Blvd.,None,SANTA CLARA,UNITED STATES OF AMERICA,U.S. Immigration Ops Manager,INTEL CORPORATION,46544,(408) 765-8080,,95131,CALIFORNIA,1986,,,SAN JOSE,Bachelor's,0
118890,,Raleigh,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-15238-12040,27/09/2015,Certified-Expired,H-1B,CHINA,,05/03/2015,7850 North Belt Line Road,None,IRVING,UNITED STATES OF AMERICA,"Director, Human Resources",JAVELIN DIRECT INC.,160,(972) 443-7000,,95035,CALIFORNIA,1988,,,SAN JOSE,Bachelor's,0
85091,,Santa Clara,"Ramineni Law Associates, LLC",PENNSYLVANIA,,,A-15320-40123,10/12/2015,Certified-Expired,H-1B,INDIA,,31/12/2015,551 5Th Avenue,Suite 210,NEW YORK,UNITED STATES OF AMERICA,Controller,"JEAN MARTIN, INC.",66,(212) 883-1000,,95035,CALIFORNIA,1988,,,SAN JOSE,Master's,1
349024,,Boston,"The Law Office of Goss & Associates, LLC",TEXAS,,,A-14126-66773,22/05/2014,Certified,H-1B,INDIA,,20/09/2016,1 Infinite Loop,None,CUPERTINO,UNITED STATES OF AMERICA,Us Immigration Manager,APPLE INC.,92600,(408) 974-4146,,94089,CALIFORNIA,1990,,,SAN JOSE,Master's,1
244965,,San Francisco,"Fragomen, Del Rey, Bernsen & Loewy PLLC",CALIFORNIA,,,A-16124-05094,24/05/2016,Certified-Expired,H-1B,INDIA,,29/01/2016,2 Tower Center Blvd.,Suite 400,EAST BRUNSWICK,UNITED STATES OF AMERICA,Operations Manager - Gims,WIPRO LIMITED,11000,(732) 509-1586,,92617,CALIFORNIA,1991,,,SAN JOSE,Master's,1
8280,,None,"McCrummen Immigration Law Group, LLC",NEW YORK,,,A-14182-84421,21/07/2014,Certified,F-1,SOUTH KOREA,,20/05/2015,3660 Wilshire Blvd. Suite 420,None,LOS ANGELES,UNITED STATES OF AMERICA,Partner,"JOANNA J. KIM & ASSOCIATES, INC.",3,(213) 365-8920,,95110,CALIFORNIA,1991,,,SAN JOSE,Master's,1
319511,,Buena Park,Ji Law Firm APC,MASSACHUSETTS,,,A-13021-32946,01/04/2013,Certified-Expired,F-1,INDIA,,25/01/2016,2200 Mission College Blvd.,None,SANTA CLARA,UNITED STATES OF AMERICA,Us Immigration Ops Manager,INTEL CORPORATION,46544,(408) 765-8080,155,95119,CALIFORNIA,1994,,,SAN JOSE,Bachelor's,0
327400,,Washington,None,None,,,A-13070-46984,05/04/2013,Denied,F-1,INDIA,,06/12/2016,2200 Mission College Blvd.,None,SANTA CLARA,UNITED STATES OF AMERICA,U.S. Immigration Ops Manager,INTEL CORPORATION,48151,(408) 765-8080,,94087,CALIFORNIA,1995,,,SAN JOSE,Master's,1
94449,,Pasadena,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-14344-32671,05/01/2015,Certified,H-1B,PAKISTAN,,21/09/2015,2905 Stender Way Ste 42,None,SANTA CLARA,UNITED STATES OF AMERICA,Vice President,INTELLIPRO GROUP INC.,82,(408) 200-9891,,95125,CALIFORNIA,1995,,,SAN JOSE,Master's,1
95515,,Atlanta,"FRAGOMEN, DEL RE, BERNSEN, LOEWY LLP",CALIFORNIA,,,A-16162-20588,07/07/2016,Certified-Expired,H-1B,INDIA,,07/10/2014,1320 Greenway Drive,Suite 450,IRVING,UNITED STATES OF AMERICA,Hr Director,"INTELLISOFT TECHNOLOGIES, INC.",83,(972) 756-1212,,95125,CALIFORNIA,1995,,,SAN JOSE,Bachelor's,0
923,,Boston,"Costa & Riccio, LLP",CALIFORNIA,,,A-14287-15670,17/11/2014,Certified-Expired,None,VENEZUELA,,09/10/2015,13303 Sw 124 St.,None,MIAMI,UNITED STATES OF AMERICA,President,PARTY PARTY CREATIONS INC,1,(305) 303-6478,,94043,CALIFORNIA,1998,,,SAN JOSE,Master's,1
186337,,None,"Dana Michael Ritter, PC",CALIFORNIA,,,A-15187-95038,24/07/2015,Certified,H-1B,THAILAND,,24/08/2015,555 Maryville University Drive,None,SAINT LOUIS,UNITED STATES OF AMERICA,Hr Manager,"PERFICIENT, INC",1750,(314) 529-3600,,94043,CALIFORNIA,1998,,,SAN JOSE,Master's,1
181500,,Chicago,"Fragomen, Del Rey, Bernsen & Loewy, LLP",COLORADO,,,A-14351-35667,13/01/2015,Certified,H-1B,CANADA,,21/09/2015,305 Intergraph Way,18Th Fl,MADISON,UNITED STATES OF AMERICA,"Vice President, Sg&I Human Resources",INTERGRAPH CORPORATION,1364,(256) 730-2005,,95131,CALIFORNIA,1999,,,SAN JOSE,Master's,1
20184,,Southfield,None,None,,,A-13313-13176,03/12/2013,Certified,H-1B,CHINA,,21/12/2016,1525 Mccarthy Blvd. Ste 218,"725 South Adams, Suite L-196",MILPITAS,UNITED STATES OF AMERICA,Hr Manager,"a.u. Vista, Inc.",9,(408) 518-8800,,95014,CALIFORNIA,2004,,,SAN JOSE,Bachelor's,0
327270,,Houston,"Reddy & Neumann, P.C",PENNSYLVANIA,,,A-13099-54182,06/05/2013,Certified,H-1B,INDIA,,18/04/2016,2200 Mission College Blvd.,None,SANTA CLARA,UNITED STATES OF AMERICA,U.S. Immigration Ops Manager,INTEL CORPORATION,48151,(408) 765-8080,,95134,CALIFORNIA,2004,,,SAN JOSE,Master's,1
159678,,None,Cohen & Grigsby P.C.,CALIFORNIA,,,A-15215-04829,03/09/2015,Denied,L-2,INDIA,,12/08/2016,103 Morgan Lane,None,PLAINSBORO,UNITED STATES OF AMERICA,President,"COMPUNNEL SOFTWARE GROUP, INC.",600,(609) 606-9010,,94107,CALIFORNIA,2007,,,SAN JOSE,Master's,1
318859,,New York,"Fragomen, Del Rey, Bernsen & Loewy LLP",CALIFORNIA,,,A-13009-28866,19/01/2013,Certified,H-1B,INDIA,,27/04/2015,2200 Mission College Blvd.,None,SANTA CLARA,UNITED STATES OF AMERICA,U.S. Immigration Ops Manager,INTEL CORPORATION,46544,(408) 765-8080,,94041,CALIFORNIA,2008,,,SAN JOSE,Bachelor's,0
252453,,None,"Alan C. Chen, P.C.",ARIZONA,,,A-16252-50891,26/09/2016,Certified,H-1B,INDIA,,22/11/2016,333 W. Wacker Drive,None,CHICAGO,UNITED STATES OF AMERICA,Hr Associate Director,"CAPGEMINI AMERICA, INC.",13000,(312) 395-5558,,94043,CALIFORNIA,2009,,,SAN JOSE,Master's,1
140235,,None,"Fragomen, Del Rey, Bernsen & Loewy, LLP",GEORGIA,,,A-14254-06006,16/10/2014,Certified-Expired,H-1B,INDIA,,05/12/2014,385 Interlocken Crescent,Suite # 301 & 302,BROOMFIELD,UNITED STATES OF AMERICA,Senior Hr Business Partner,WEBROOT INC.,321,(303) 442-3813,,94550,CALIFORNIA,2011,,,SAN JOSE,Bachelor's,0
202525,,Reston,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-15133-75966,04/06/2015,Certified,H-1B,RUSSIA,,29/09/2015,4141 Macarthur Blvd.,None,NEWPORT BEACH,UNITED STATES OF AMERICA,Human Resources Manager,JAMES R GLIDEWELL DENTAL CERAMICS,3393,(949) 440-2600,,95110,CALIFORNIA,2011,,,SAN JOSE,Bachelor's,0
288099,,None,"TransNational Legal Service, P.C.",VIRGINIA,,,A-15334-44625,18/12/2015,Certified-Expired,H-1B,INDIA,,24/03/2015,211 Quality Circle,Suite 216,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,29000,(201) 290-9573,77,94608,CALIFORNIA,2013,,,SAN JOSE,Bachelor's,0
124010,,Dallas,"Haynes and Boone, LLP",MARYLAND,,,A-16050-74739,14/03/2016,Certified,H-1B,INDIA,,02/06/2015,"50 Cragwood Road, Suite 219",None,SOUTH PLAINFIELD,UNITED STATES OF AMERICA,Vice President,"ASTIR IT SOLUTIONS, INC",186,(908) 279-8670,,95054,CALIFORNIA,2014,,,SAN JOSE,Master's,1
186799,,Los Angeles,"JCS Immigration & Visa Law Office, APC",MASSACHUSETTS,,,A-14162-77035,27/06/2014,Certified-Expired,H-1B,INDIA,,08/02/2016,1600 Technology Drive,St. 300,SAN JOSE,UNITED STATES OF AMERICA,"Director Human Resources, Business Partner",ATMEL CORPORATION,1783,(408) 451-2888,,95002,CALIFORNIA,2015,,,SAN JOSE,Bachelor's,0
89624,,New York,"Fragomen, Del Rey, Bernsen &  Loewy LLP",CALIFORNIA,,,A-16112-00061,12/05/2016,Certified,H-1B,CHINA,,25/06/2015,100 Crowne Point Place,Il1-0043,CINCINNATI,UNITED STATES OF AMERICA,President & Ceo,DCP HOLDING COMPANY,75,(513) 554-1100,,95045,CALIFORNIA,1999,,,SAN JUAN BAUTISTA,Bachelor's,0
131641,,Detroit,Clark Hill PLC,CALIFORNIA,,,A-16037-70132,03/03/2016,Withdrawn,H-1B,INDIA,,16/12/2016,9535 E. 59Th Street,Suite: C2,INDIANAPOLIS,UNITED STATES OF AMERICA,President,"PYRAMID TECHNOLOGY SOLUTIONS, INC.",225,(317) 280-9900,,94404,CALIFORNIA,1979,,,SAN MATEO,Bachelor's,0
110761,,None,"Fragomen, Del Rey, Bernsen & Loewy, LLP",FLORIDA,,,A-15240-12776,28/09/2015,Certified-Expired,H-4,INDIA,,21/11/2014,8 Lyman St # 210,None,WESTBOROUGH,UNITED STATES OF AMERICA,Hr Manager,QUALITY MATRIX INC,121,(508) 616-0099,,94404,CALIFORNIA,1987,,,SAN MATEO,Master's,1
51350,,San Francisco,"International Legal and Business Services Group, LLP",MASSACHUSETTS,,,A-15040-49099,04/03/2015,Withdrawn,H-1B,INDIA,,25/09/2015,1580 South Milwaukee Avenue,Suite#11,LIBERTYVILLE,UNITED STATES OF AMERICA,Ceo,SYNERGY GLOBAL SYSTEMS INC,29,(847) 367-7730,,92008,CALIFORNIA,1997,,,SAN MATEO,Doctorate,0
191320,,San Francisco,KPMG Law LLP,MASSACHUSETTS,,,A-15153-82007,22/06/2015,Certified,H-1B,INDIA,,19/12/2016,2035 Lincoln Highway,None,EDISON,UNITED STATES OF AMERICA,Human Resource,LARSEN & TOUBRO INFOTECH LIMITED,2050,(732) 317-6652,,94107,CALIFORNIA,2004,,,SAN MATEO,Master's,1
305876,,Boston,"Fragomen, Del Rey, Bernsen, and Loewy LLP",ILLINOIS,,,A-16076-85248,12/04/2016,Certified,H-1B,INDIA,,09/06/2016,211 Quality Circle,None,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,35000,(201) 290-9573,,94404,CALIFORNIA,2006,,,SAN RAMON,Master's,1
33919,,Chicago,"Kempster, Corcoran, Quiceno & Lenz-Calvo, LTD",MASSACHUSETTS,,,A-16182-28517,26/07/2016,Certified,H-1B,INDIA,,13/06/2016,750 S Macarthur Blvd,None,COPPELL,UNITED STATES OF AMERICA,Vp,"ASSOCIATES SYSTEMS, LLC",18,(972) 241-4436,,95052,CALIFORNIA,1968,,,SANTA CLARA,Master's,1
125249,,San Francisco,Younossi Law,WASHINGTON,,,A-14322-26791,15/12/2014,Certified-Expired,H-1B,INDIA,,17/02/2016,112 Heritage Drive,Suite #7,PATASKALA,UNITED STATES OF AMERICA,Hr Analyst,"ASCENA RETAIL GROUP, INC.",192,(740) 951-3001,,95052,CALIFORNIA,1968,,,SANTA CLARA,Bachelor's,0
297921,,None,Shah and Kishore,TEXAS,,,A-14203-91017,08/08/2014,Certified,H-1B,INDIA,,25/06/2015,5775 Morehouse Drive,None,SAN DIEGO,UNITED STATES OF AMERICA,Immigration Specialist - Qualcomm Hr,"QUALCOMM, INC.",31000,(858) 651-1440,,94065,CALIFORNIA,1977,,,SANTA CLARA,Master's,1
369521,,None,"Morgan, Lewis & Bockius LLP",NEW YORK,,,A-15307-35391,03/12/2015,Certified,H-1B,INDIA,,22/08/2016,10 South Dearborn Street,None,CHICAGO,UNITED STATES OF AMERICA,Executive Director & Assistant General Counsel,JP MORGAN CHASE & CO,239000,(312) 732-2655,408,95014,CALIFORNIA,1977,,,SANTA CLARA,Bachelor's,0
8430,,Atlanta,"Zhang & Yan, P. C.",WASHINGTON,,,A-14192-87343,29/07/2014,Certified,O-1,SOUTH KOREA,,14/09/2015,3877 W. 6Th Street,None,LOS ANGELES,UNITED STATES OF AMERICA,Director,"KAREN'S GARDEN, INC.",3,(213) 385-8685,408,95014,CALIFORNIA,1977,,,SANTA CLARA,Master's,1
106187,,Troy,None,None,,,A-15070-57790,02/04/2015,Certified-Expired,H-1B,INDIA,,21/12/2015,559 D'Onofrio Drive,Suite 101,MADISON,UNITED STATES OF AMERICA,Coo,"ISR INFO WAY,INC",108,(608) 827-7884,,95054,CALIFORNIA,1983,,,SANTA CLARA,Bachelor's,0
28267,,San Diego,"Fragomen, Del Rey, Bernsen & Loewy, LLP",GEORGIA,,,A-15196-98184,03/08/2015,Certified,F-1,INDIA,,16/07/2015,475 Wall Street,None,PRINCETON,UNITED STATES OF AMERICA,President,IPSS CORP,13,(732) 399-9000,,95134,CALIFORNIA,1984,,,SANTA CLARA,Master's,1
10765,,Atlanta,Burr & Forman LLP,CALIFORNIA,,,A-14296-18546,21/11/2014,Certified,H-1B,SPAIN,,03/09/2015,2750 Nw 112 Avenue,None,DORAL,UNITED STATES OF AMERICA,Director,JJN ASSOCIATES INC,4,(305) 592-1845,,95035,CALIFORNIA,1988,,,SANTA CLARA,Master's,1
370606,,Miami,LAW OFFICE OF RICHARD J. LIND,MICHIGAN,,,A-14023-35211,10/03/2014,Certified,H-1B,INDIA,,28/07/2016,10 South Dearborn Street,None,CHICAGO,UNITED STATES OF AMERICA,Executive Director & Assistant General Counsel,JP MORGAN CHASE & CO,251196,(312) 732-2655,,95050,CALIFORNIA,1989,,,SANTA CLARA,Bachelor's,0
249684,,San Francisco,Clement and Hurst PLC,CALIFORNIA,,,A-16126-05881,24/05/2016,Certified,H-1B,INDIA,,08/11/2016,2 Tower Center Blvd.,None,EAST BRUNSWICK,UNITED STATES OF AMERICA,Operations Manager - Gims,WIPRO LIMITED,12493,(732) 509-1586,,92617,CALIFORNIA,1991,,,SANTA CLARA,Master's,1
101821,,Pittsburgh,Duane Morris LLP,CALIFORNIA,,,A-14261-08317,21/10/2014,Certified-Expired,H-1B,INDIA,,18/03/2016,2 Concourse Parkway,Suite # 400,ATLANTA,UNITED STATES OF AMERICA,Vp Operations,"Intellinet Consulting, LLC",97,(404) 442-8000,,95125,CALIFORNIA,1995,,,SANTA CLARA,Master's,1
63599,,Monterey,"OSJA, Ad Law/Immigration",NORTH CAROLINA,,,A-15014-42170,06/02/2015,Certified,H-1B,INDIA,,07/04/2016,741 W. Main St,None,PEORIA,UNITED STATES OF AMERICA,Partner,Comprehensive Prosthetics & Orthotics,42,(309) 676-2276,,94089,CALIFORNIA,1996,,,SANTA CLARA,Bachelor's,0
326831,,Santa Clara,None,NEW YORK,,,A-13019-32696,07/03/2013,Certified,H-1B,INDIA,,10/05/2016,2200 Mission College Blvd.,None,SANTA CLARA,UNITED STATES OF AMERICA,U.S. Immigration Ops Manager,INTEL CORPORATION,48151,(408) 765-8080,,94086,CALIFORNIA,2000,,,SANTA CLARA,Bachelor's,0
105903,,Houston,Foster LLP,CALIFORNIA,,,A-15070-57611,02/04/2015,Certified,H-1B,INDIA,,06/04/2016,559 D'Onofrio Drive,None,MADISON,UNITED STATES OF AMERICA,Coo,"ISR INFO WAY,INC",108,(608) 827-7884,,94085,CALIFORNIA,2003,,,SANTA CLARA,Master's,1
77649,,Jacksonville,"SMITH, GAMBRELL & RUSSELL, LLP",TEXAS,,,A-15176-91248,16/07/2015,Certified,H-1B,INDIA,,09/07/2015,"2328 Livernois, Suite 1010",None,TROY,UNITED STATES OF AMERICA,Hr Manager,"QUANTUM INFOTECH, INC.",55,(248) 457-0700,,94402,CALIFORNIA,2006,,,SANTA CLARA,Master's,1
60483,,Pleasanton,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-15257-17300,08/10/2015,Certified-Expired,H-1B,INDIA,,24/02/2016,11460 N 53Rd Street,Suite 200,TAMPA,UNITED STATES OF AMERICA,President,"APP SOFT SOLUTIONS, INC.",39,(813) 413-7771,,54538,CALIFORNIA,2012,,,SANTA CLARA,Master's,1
175524,,Owings Mills,"Fragomen, Del Rey, Bernsen & Loewy, LLP",GEORGIA,,,A-16118-02593,18/05/2016,Certified,None,PHILIPPINES,,27/10/2016,Po Box 1199,None,SHIPROCK,UNITED STATES OF AMERICA,Director Of Hr,CENTRAL CONSOLIDATED SCHOOL DISTRICT,1150,(505) 598-1017,,90630,CALIFORNIA,1989,,,SANTA FE SPRINGS,Bachelor's,0
150498,,Plainsboro,"Fragomen, Del Rey, Bernsen & Loewy, LLP",GEORGIA,,,A-15055-53593,19/03/2015,Certified,H-1B,INDIA,,22/06/2015,2035 Lincoln Highway,None,EDISON,UNITED STATES OF AMERICA,Corporate Secretary,BIRLASOFT INC,450,(732) 287-5000,,95054,CALIFORNIA,2009,,,SARATOGA SPRINGS,Master's,1
8018,,None,Old Dominion University,NORTH CAROLINA,,,A-14174-81081,12/07/2014,Certified,F-1,JAPAN,,12/07/2016,11340 W. Olympic Blvd. Suite 340,None,LOS ANGELES,UNITED STATES OF AMERICA,President,"Japanese Healing, Inc.",3,(310) 991-0729,,95110,CALIFORNIA,2011,,,SCOTTSDALE,Master's,1
98935,,Matawan,"Fragomen, Del Rey, Bernsen & Loewy LLP",CALIFORNIA,,,A-14206-92529,13/08/2014,Certified-Expired,H-1B,INDIA,,26/01/2015,221 Main Street,Ste 401,SAN FRANCISCO,UNITED STATES OF AMERICA,General Counsel,PROSPER MARKETPLACE,89,(415) 593-5400,,94304-1320,CALIFORNIA,1998,,,SEATTLE,Doctorate,0
231873,,Houston,Harry Gee & Associates PLLC,MARYLAND,,,A-16098-94013,21/04/2016,Certified,H-1B,INDIA,,05/05/2016,5927 S. Miami Blvd.,None,MORRISVILLE,UNITED STATES OF AMERICA,Senior Hr Coordinator,"QUINTILES, INC.",8958,(919) 998-2888,,94025,CALIFORNIA,2004,,,SEATTLE,Bachelor's,0
202766,,Kansas City,Stinson Leonard Street LLP,TEXAS,,,A-16250-49746,21/09/2016,Certified,H-1B,INDIA,,29/04/2016,"100 Somerset Corporate Boulevard, Suite 5000, 5Th Floor",None,BRIDGEWATER,UNITED STATES OF AMERICA,Manager Immigration,"IGATE TECHNOLOGIES, INC.",3500,(908) 219-8050,,90810,CALIFORNIA,2000,,,SEOUL,Bachelor's,0
8768,,Jersey City,"New York Technology Partners, Inc.",NEW YORK,,,A-16131-07907,27/05/2016,Certified,H-1B,INDIA,,30/09/2015,8570 Cordes Circle,None,GERMANTOWN,UNITED STATES OF AMERICA,"Director, Strategic Development",MIMUS INC,3,(901) 300-6687,,95014,CALIFORNIA,1979,,,SHAKOPEE,Master's,1
155241,,San Francisco,Tueth Keeney Cooper Mohan & Jackstadt P.C.,VIRGINIA,,,A-14220-96749,02/09/2014,Certified,H-1B,INDIA,,12/08/2015,490 Jarvis Dr.,None,MORGAN HILL,UNITED STATES OF AMERICA,Director Of Human Resources,ANRITSU COMPANY,527,(408) 782-2000,,95054,CALIFORNIA,2003,,,"ST.LOUIS PARK,MINNEAPOLIS",Master's,1
297215,,Raleigh,"Fragomen, Del Rey, Bernsen & Loewy LLP",CALIFORNIA,,,A-14205-92031,12/08/2014,Certified-Expired,L-1,INDIA,,28/10/2014,5775 Morehouse Drive,None,SAN DIEGO,UNITED STATES OF AMERICA,Immigration Specialist - Qualcomm Hr,QUALCOMM TECHNOLOGIES INC.,31000,(858) 651-1440,,94065,CALIFORNIA,1977,,,SUNNYVALE,Master's,1
208913,,Dallas,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-14261-08313,21/10/2014,Certified,H-1B,CANADA,,05/08/2016,11323 Commando Road W,15Th Floor,EVERETT,UNITED STATES OF AMERICA,"Senior Director, Hr And Talent Management","KAMAN ENGINEERING SERVICES, INC.",4797,(425) 367-4477,408,95014,CALIFORNIA,1977,,,SUNNYVALE,Bachelor's,0
14556,,None,Curley Immigration Law PC LLO,CALIFORNIA,,,A-16127-06656,25/05/2016,Certified,Not in USA,PAKISTAN,,15/09/2016,4447 Chestnut Street,None,PHILADELPHIA,UNITED STATES OF AMERICA,Manager,"KABAB AND TIKKA RESTAURANT, INC.",6,(484) 868-7459,408,95014,CALIFORNIA,1977,,,SUNNYVALE,Master's,1
196708,,New York,"Fragomen, Del Rey, Bernsen & Loewy, LLP",DISTRICT OF COLUMBIA,,,A-14149-73425,17/06/2014,Certified-Expired,L-1,INDIA,,08/02/2016,1133 Innovation Way,None,SUNNYVALE,UNITED STATES OF AMERICA,Global Mobility Manager,JUNIPER NETWORKS,2712,(408) 745-2000,408,95014,CALIFORNIA,1977,,,SUNNYVALE,Master's,1
173302,,Phoenix,"Fragomen, Del Rey, Bernsen & Loewy, LLP",GEORGIA,,,A-16133-09124,31/05/2016,Certified,H-1B,INDIA,,23/09/2015,300 Conshohocken State Rd.,None,WEST CONSHOHOCKEN,UNITED STATES OF AMERICA,Administration/Compliance Mgr.,"JUDGE TECHNICAL SERVICES, INC.",1000,(610) 667-7700,408,95014,CALIFORNIA,1977,,,SUNNYVALE,Bachelor's,0
8305,,Glen Cove,SmithDehn LLP,TEXAS,,,A-15253-16187,05/10/2015,Certified-Expired,F-1,SOUTH KOREA,,20/01/2016,35-18 150Pl.,None,FLUSHING,UNITED STATES OF AMERICA,President,K H K REHAB CORP,3,(718) 445-4370,408,95014,CALIFORNIA,1977,,,SUNNYVALE,Master's,1
54654,,Paramount,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-15266-20957,15/10/2015,Certified,H-1B,INDIA,,21/04/2016,50 South Belcher Rd,None,CLEARWATER,UNITED STATES OF AMERICA,Hr Manager,"ISOLVERS, INC",32,(727) 400-4789,,95110,CALIFORNIA,1982,,,SUNNYVALE,Master's,1
71256,,San Francisco,Davis Wright Tremaine LLP,CALIFORNIA,,,A-15013-42078,04/02/2015,Certified,L-1,COLOMBIA,,18/07/2016,5210 Belfort Rd,None,JACKSONVILLE,UNITED STATES OF AMERICA,Hr Coordinator,ISF,48,(904) 724-2277,,95134,CALIFORNIA,1984,,,SUNNYVALE,Master's,1
